"","X","series","treespec","categ","elev","corS90","corS20","size","age","cordif","site_code","qup","species"
"176",217,"P800053PISY","PISY","moderate",370,0.480751541420769,0.576529414143947,79655.85276375,128.85,0.095777872723178,"P800053PISY",FALSE,"PISY"
"177",218,"C004044PISY","PISY","acid",610,0.330958112521946,0.0624679917205546,63409.4545520833,126.916666666667,-0.268490120801391,"C004044PISY",FALSE,"PISY"
"179",220,"P000145PISY","PISY","acid",1000,0.249350654783684,0.324756157505056,85442.7483684807,136.261904761905,0.075405502721372,"P000145PISY",FALSE,"PISY"
"180",221,"C004272PCAB","PCAB","extreme",1335,-0.239113010731885,-0.448242235356149,73468.1317542459,150.126506024096,-0.209129224624264,"C004272PCAB",FALSE,"PCAB"
"181",222,"V002334PCAB","PCAB","moist",560,-0.146657096855591,0.365812624623314,91708.461640625,91.375,0.512469721478905,"V002334PCAB",FALSE,"PCAB"
"182",223,"P000253PISY","PISY","acid",385,0.24370588646569,0.266320497118952,54821.9664819945,162.894736842105,0.022614610653262,"P000253PISY",FALSE,"PISY"
"183",224,"P810156PCAB","PCAB","acid",1293,-0.35922518412742,-0.161928474433832,107972.096607143,132.625,0.197296709693588,"P810156PCAB",FALSE,"PCAB"
"184",225,"V002229FASY","FASY","acid",820,-0.261332521203891,-0.261721628269358,33995.943365917,44.7352941176471,-0.00038910706546702,"V002229FASY",FALSE,"FASY"
"185",226,"C004062PCAB","PCAB","moderate",675,0.18135292438248,0.190011386073083,96645.1801923077,83.5,0.008658461690603,"C004062PCAB",FALSE,"PCAB"
"186",227,"P000849PISY","PISY","acid",282,0.434413269487601,0.401003458093796,50014.1974974434,81.6486486486486,-0.033409811393805,"P000849PISY",FALSE,"PISY"
"187",228,"M000095PCAB","PCAB","acid",1009,-0.139227467345175,-0.392373368698299,70399.1082079395,58.304347826087,-0.253145901353124,"M000095PCAB",FALSE,"PCAB"
"188",230,"M000073QUPE","QUPE","moderate",460,0.265267276757384,0.51841949251675,104088.463356935,119.795918367347,0.253152215759366,"M000073QUPE",TRUE,"QUSP"
"189",231,"P810165PCAB","PCAB","acid",1195,-0.117997899651866,-0.175866478423549,118627.6126875,116.375,-0.057868578771683,"P810165PCAB",FALSE,"PCAB"
"190",232,"C004109FASY","FASY","extreme",683,-0.161593069131216,-0.32282017194507,165417.062222222,157.777777777778,-0.161227102813854,"C004109FASY",FALSE,"FASY"
"192",235,"C004240PCAB","PCAB","moist",1161,-0.255775506973406,-0.171609178420651,99801.7783872364,194.674418604651,0.084166328552755,"C004240PCAB",FALSE,"PCAB"
"193",236,"P000014QURO","QURO","moist",170,-0.133493413300883,-0.30402868784013,308621.275032136,103.434782608696,-0.170535274539247,"P000014QURO",TRUE,"QUSP"
"194",238,"P000116PISY","PISY","acid",441.998745,0.217579100245298,0.250236731136917,70308.3824423077,143.5,0.032657630891619,"P000116PISY",FALSE,"PISY"
"195",239,"V002345PCAB","PCAB","rich",398,0.106954241111739,0.358666841307461,254889.9415175,196.55,0.251712600195722,"V002345PCAB",FALSE,"PCAB"
"196",240,"P000225PCAB","PCAB","acid",1315,-0.194683041487571,-0.27512939138142,37297.8297668055,46.1219512195122,-0.080446349893849,"P000225PCAB",FALSE,"PCAB"
"197",242,"V002220FASY","FASY","moderate",970,-0.308695285246761,-0.289946196632482,25660.3802908163,58.7142857142857,0.018749088614279,"V002220FASY",FALSE,"FASY"
"198",243,"P000816QURO","QURO","rich",628,0.419909195665187,0.131013752271964,89884.164096,160.8,-0.288895443393223,"P000816QURO",TRUE,"QUSP"
"199",245,"P800026FASY","FASY","acid",951.413,-0.355786141063307,-0.333192897769379,137578.110867769,123.181818181818,0.022593243293928,"P800026FASY",FALSE,"FASY"
"200",247,"M000018PCAB","PCAB","acid",650,0.265453275393629,0.5968134182045,110218.154017751,93.3076923076923,0.331360142810871,"M000018PCAB",FALSE,"PCAB"
"201",248,"V002266FASY","FASY","moderate",570,-0.115913147253278,0.168033511879377,50867.5954765625,54.625,0.283946659132655,"V002266FASY",FALSE,"FASY"
"202",249,"T005023PCAB","PCAB","moist",917,0.26464475985443,0.224531326229023,56923.835390625,67.875,-0.040113433625407,"T005023PCAB",FALSE,"PCAB"
"203",250,"P810162PCAB","PCAB","extreme",1167,-0.236090410894589,0.00409810646719202,108313.787431953,110.307692307692,0.240188517361781,"P810162PCAB",FALSE,"PCAB"
"204",252,"P800021PCAB","PCAB","acid",991.01,-0.413038829049374,-0.105672894866781,154026.431180556,135.833333333333,0.307365934182593,"P800021PCAB",FALSE,"PCAB"
"205",253,"P800029PCAB","PCAB","moderate",855.327,-0.0800117629726193,0.11802132420094,214205.312691358,103.777777777778,0.198033087173559,"P800029PCAB",FALSE,"PCAB"
"206",257,"C004236PCAB","PCAB","extreme",1142,-0.330694144790808,-0.29640715046958,93018.5957122473,84.6206896551724,0.034286994321228,"C004236PCAB",FALSE,"PCAB"
"207",258,"P000007PCAB","PCAB","acid",710,0.212797426293248,-0.0186233055195268,69181.4014368,99.16,-0.231420731812775,"P000007PCAB",FALSE,"PCAB"
"208",259,"M003813PCAB","PCAB","moderate",657,-0.207383247774972,0.0521233083189791,186455.212152249,92.5882352941177,0.259506556093951,"M003813PCAB",FALSE,"PCAB"
"209",260,"P800002PCAB","PCAB","moderate",995.53,-0.149822960251415,0.129006842719378,380763.3096,162,0.278829802970793,"P800002PCAB",FALSE,"PCAB"
"210",264,"M000076PCAB","PCAB","moderate",650,-0.133898856089384,-0.188279076930628,117432.080444444,92.6666666666667,-0.054380220841244,"M000076PCAB",FALSE,"PCAB"
"211",265,"P800071PISY","PISY","moderate",475,0.5176343877992,0.531455983757395,64625.001945,74.55,0.013821595958195,"P800071PISY",FALSE,"PISY"
"212",266,"P800024ABAL","ABAL","acid",828.796,-0.235797679043914,0.0790924741096555,109106.604386719,165.8125,0.314890153153569,"P800024ABAL",FALSE,"ABAL"
"213",267,"C004001FASY","FASY","moderate",338,0.276836425093251,0.247351903214026,115647.350082645,80.8636363636364,-0.029484521879225,"C004001FASY",FALSE,"FASY"
"214",271,"P800024FASY","FASY","acid",828.796,-0.412475076819586,-0.251490462429057,139906.521,243,0.160984614390529,"P800024FASY",FALSE,"FASY"
"215",272,"P000128PCAB","PCAB","acid",1018.920001,-0.256907384679786,0.0357026607338873,92077.9662204142,101.346153846154,0.292610045413673,"P000128PCAB",FALSE,"PCAB"
"216",275,"P000217PCAB","PCAB","extreme",1200,-0.310366695076883,-0.368853527992296,151560.789175,157.75,-0.058486832915413,"P000217PCAB",FALSE,"PCAB"
"217",276,"C004002QUPE","QUPE","moist",295,0.117828291221741,0.20090970455149,69499.68059375,60.4583333333333,0.083081413329749,"C004002QUPE",TRUE,"QUSP"
"218",277,"P000841FASY","FASY","extreme",760,-0.236175130533031,-0.445768153483856,148067.575772959,168.357142857143,-0.209593022950825,"P000841FASY",FALSE,"FASY"
"219",278,"M000005PCAB","PCAB","moist",705,0.223315198438268,0.376500695016793,139945.561333333,80.7777777777778,0.153185496578525,"M000005PCAB",FALSE,"PCAB"
"220",279,"V002365PCAB","PCAB","extreme",430,0.352484762790056,0.26871581007713,50003.92796875,106.416666666667,-0.083768952712926,"V002365PCAB",FALSE,"PCAB"
"221",280,"V002274PCAB","PCAB","acid",742,0.180288049610221,0.201638956980566,64154.5950941358,63.2777777777778,0.021350907370345,"V002274PCAB",FALSE,"PCAB"
"223",282,"M000116ABAL","ABAL","moderate",600,-0.050348766868384,0.11751091626032,178991.493777778,86.6666666666667,0.167859683128704,"M000116ABAL",FALSE,"ABAL"
"225",285,"C004047QUPE","QUPE","moderate",319,0.21634164866692,0.379736565129931,78933.7940688,76.12,0.163394916463011,"C004047QUPE",TRUE,"QUSP"
"226",286,"P800018ABAL","ABAL","moderate",870.923,0.0480304750017593,-0.14521053454745,148631.56,168,-0.193241009549209,"P800018ABAL",FALSE,"ABAL"
"227",287,"M000001PCAB","PCAB","moist",685,0.243389172878159,0.260583472999453,118344.845235,93.35,0.017194300121294,"M000001PCAB",FALSE,"PCAB"
"228",288,"P800022PCAB","PCAB","extreme",796.61,-0.0807210272364293,-0.0539138955270324,257108.249234694,146.428571428571,0.0268071317093969,"P800022PCAB",FALSE,"PCAB"
"229",289,"P000223PCAB","PCAB","extreme",1260,-0.0944125533751926,-0.363066685225229,75473.4022,100.333333333333,-0.268654131850036,"P000223PCAB",FALSE,"PCAB"
"230",290,"M000021PCAB","PCAB","moderate",759,-0.116770603767563,0.530111355375993,95876.666671875,99.875,0.646881959143556,"M000021PCAB",FALSE,"PCAB"
"232",292,"T005001QURO","QURO","moist",162,-0.00350347878416602,0.0378761609284214,357863.465324444,123.933333333333,0.0413796397125874,"T005001QURO",TRUE,"QUSP"
"233",293,"M000025PCAB","PCAB","moderate",540,0.230656390374277,0.535502744788137,91812.2298816568,92.6923076923077,0.30484635441386,"M000025PCAB",FALSE,"PCAB"
"234",294,"V002234PCAB","PCAB","acid",820,-0.178349869984268,0.0388131463744654,32532.0457042936,31.2368421052632,0.217163016358733,"V002234PCAB",FALSE,"PCAB"
"235",295,"V002244PCAB","PCAB","acid",450,0.267812776387046,0.359815777947657,66374.42755,101,0.092003001560611,"V002244PCAB",FALSE,"PCAB"
"236",297,"P000155PCAB","PCAB","extreme",1300,-0.180957914180463,-0.29768890538484,168886.195941043,136.880952380952,-0.116730991204377,"P000155PCAB",FALSE,"PCAB"
"237",298,"M000074QUPE","QUPE","moderate",430,0.278470620602258,0.307669757071295,83654.3945428719,114.659090909091,0.029199136469037,"M000074QUPE",TRUE,"QUSP"
"238",299,"P810163PCAB","PCAB","acid",1265,-0.350293130349208,-0.0367293865783566,153532.894489796,143.285714285714,0.313563743770851,"P810163PCAB",FALSE,"PCAB"
"239",300,"P000803PCAB","PCAB","acid",543,0.235076341900793,0.39815137243746,93041.26502,85.3,0.163075030536667,"P000803PCAB",FALSE,"PCAB"
"240",301,"P000234PCAB","PCAB","extreme",1425,-0.353923986875358,-0.118696600736983,8125.07720068027,47.2142857142857,0.235227386138375,"P000234PCAB",FALSE,"PCAB"
"241",303,"P000122PCAB","PCAB","acid",1145.460625,-0.340826574160701,-0.0471360752457233,138550.613017751,123.076923076923,0.293690498914978,"P000122PCAB",FALSE,"PCAB"
"242",304,"V002401PCAB","PCAB","moderate",441,0.515289782677512,0.535208400177221,80564.691155,72.85,0.019918617499709,"V002401PCAB",FALSE,"PCAB"
"243",305,"P810904FASY","FASY","moist",1099.43,-0.127785032850211,-0.119349351249939,189670.197222222,206.333333333333,0.008435681600272,"P810904FASY",FALSE,"FASY"
"245",308,"V002416ABAL","ABAL","moderate",450,0.212089141200954,0.403059920289063,125587.35497625,151.95,0.190970779088109,"V002416ABAL",FALSE,"ABAL"
"246",310,"V002397PCAB","PCAB","acid",775,-0.210063854076395,0.0435155775233537,188557.074872904,164.186046511628,0.253579431599749,"V002397PCAB",FALSE,"PCAB"
"247",311,"P000822FASY","FASY","acid",771,-0.370370043403176,-0.484238833747757,236931.1909575,140.65,-0.113868790344581,"P000822FASY",FALSE,"FASY"
"248",313,"P000844PISY","PISY","moderate",485,0.370230846825407,0.0902389360564183,61056.354510355,129.730769230769,-0.279991910768989,"P000844PISY",FALSE,"PISY"
"249",314,"P810158PCAB","PCAB","acid",1239,-0.168661716985504,0.0484845970084788,44971.6576875,124.75,0.217146313993983,"P810158PCAB",FALSE,"PCAB"
"250",315,"V002399PCAB","PCAB","acid",705,-0.0500955659968524,0.182632532495875,104227.000115,93.1,0.232728098492727,"V002399PCAB",FALSE,"PCAB"
"251",316,"M000135ABAL","ABAL","moderate",325,0.233095510188627,0.602585653919827,113125.485337278,93.3076923076923,0.3694901437312,"M000135ABAL",FALSE,"ABAL"
"253",318,"V002419PCAB","PCAB","moderate",540,0.313956710450643,0.274150369989702,106713.796018775,94.8857142857143,-0.039806340460941,"V002419PCAB",FALSE,"PCAB"
"254",319,"P800030PCAB","PCAB","moderate",1005.14,-0.117098897863964,-0.0795354765803603,145278.018675781,153.0625,0.0375634212836037,"P800030PCAB",FALSE,"PCAB"
"255",320,"C004253PCAB","PCAB","acid",1199,-0.28139645566943,-0.0477361314211607,60861.273389649,117.487804878049,0.233660324248269,"C004253PCAB",FALSE,"PCAB"
"256",321,"P000005PCAB","PCAB","acid",690,0.116818587854737,-0.0270575795970436,81413.5511666667,148.083333333333,-0.143876167451781,"P000005PCAB",FALSE,"PCAB"
"257",322,"P000819PCAB","PCAB","rich",555,0.423212695400947,0.243607878761877,88788.4247309028,105.458333333333,-0.17960481663907,"P000819PCAB",FALSE,"PCAB"
"258",323,"P000814FASY","FASY","extreme",733,-0.241976029465284,-0.26138840096358,132142.600982987,142.347826086957,-0.019412371498296,"P000814FASY",FALSE,"FASY"
"260",325,"M000136ABAL","ABAL","moderate",525,0.137490757339598,0.554754631089748,136115.263573333,109.866666666667,0.41726387375015,"M000136ABAL",FALSE,"ABAL"
"261",326,"V002221PCAB","PCAB","moderate",960,-0.0405085020999974,-0.313636066819173,34121.647116875,52.825,-0.273127564719176,"V002221PCAB",FALSE,"PCAB"
"262",327,"M000115FASY","FASY","moderate",600,-0.0274562112920475,-0.00736001585994576,191763.915138889,104.5,0.0200961954321017,"M000115FASY",FALSE,"FASY"
"263",328,"M000101QUSP","QUSP","moist",450,0.173484330739409,0.256755417941053,287122.663556851,114.285714285714,0.083271087201644,"M000101QUSP",TRUE,"QUSP"
"264",329,"P810404ABAL","ABAL","rich",812,-0.300825501153328,0.274812986970519,105718.422476852,119.305555555556,0.575638488123847,"P810404ABAL",FALSE,"ABAL"
"265",330,"P810166PCAB","PCAB","moist",1144,-0.283896314824439,-0.0643711398847,169389.069204545,124.5,0.219525174939739,"P810166PCAB",FALSE,"PCAB"
"266",331,"P000002PCAB","PCAB","acid",800,-0.00928350482534188,-0.105685118307912,105651.632625,115.5,-0.0964016134825701,"P000002PCAB",FALSE,"PCAB"
"267",332,"C004258PCAB","PCAB","acid",1226,-0.337486943259448,-0.248435373614944,168552.27717458,169.135135135135,0.089051569644504,"C004258PCAB",FALSE,"PCAB"
"269",335,"P800041PISY","PISY","moist",200,0.294954385950822,0.111686429658657,145963.035371901,85.8181818181818,-0.183267956292165,"P800041PISY",FALSE,"PISY"
"270",336,"P000211PCAB","PCAB","extreme",1350,-0.234527448545909,-0.14857059661627,97854.6951005917,118.884615384615,0.085956851929639,"P000211PCAB",FALSE,"PCAB"
"271",337,"P000249PCAB","PISY","moderate",330,0.478901762489749,0.237071506395533,107362.957435556,130.533333333333,-0.241830256094216,"P000249PCAB",FALSE,"PISY"
"273",339,"P000125PCAB","PCAB","moist",1129.263881,-0.463205270980846,-0.0665240434450037,89252.8973964497,101.538461538462,0.396681227535842,"P000125PCAB",FALSE,"PCAB"
"274",340,"P800012FASY","FASY","rich",968.09,-0.441226103976851,-0.291284556340298,220726.922222222,237.333333333333,0.149941547636553,"P800012FASY",FALSE,"FASY"
"275",342,"V002377PCAB","PCAB","moderate",420,0.215837302291659,0.500887671065265,61144.3243765944,81.9821428571429,0.285050368773606,"V002377PCAB",FALSE,"PCAB"
"276",343,"M000011PCAB","PCAB","acid",830,-0.292564904891449,-0.0371604773729368,121240.22533241,85.3157894736842,0.255404427518512,"M000011PCAB",FALSE,"PCAB"
"277",344,"P000101PISY","PISY","acid",388.794374,0.224869808502219,0.255397478644481,62695.3695295858,66.8846153846154,0.030527670142262,"P000101PISY",FALSE,"PISY"
"278",345,"M000121FASY","FASY","extreme",900,-0.087120808557925,-0.185959761672975,112910.226709343,80.1764705882353,-0.09883895311505,"M000121FASY",FALSE,"FASY"
"279",346,"P800065PISY","PISY","acid",420,0.274707502145216,0.268905393012509,66565.70651,103.9,-0.00580210913270701,"P800065PISY",FALSE,"PISY"
"280",347,"U006001PCAB","PCAB","moderate",717,-0.111965334850179,0.11442363333781,102455.970557823,70.6190476190476,0.226388968187989,"U006001PCAB",FALSE,"PCAB"
"281",348,"M003801QURO","QURO","moist",178,0.12372135985527,0.101375225734313,335877.240807256,119.190476190476,-0.022346134120957,"M003801QURO",TRUE,"QUSP"
"282",349,"C004078QUSP","QUsp","extreme",416,0.247872056123535,0.210693199208564,46892.3073375,104.35,-0.037178856914971,"C004078QUSP",TRUE,"QUSP"
"283",351,"M000030PCAB","PCAB","moderate",505,0.339472461985921,0.567128869447852,82131.6958016529,86.1818181818182,0.227656407461931,"M000030PCAB",FALSE,"PCAB"
"284",352,"P811001PCAB","PCAB","acid",1245.22,-0.485701507145516,-0.291693959710201,162921.461461957,195.619565217391,0.194007547435315,"P811001PCAB",FALSE,"PCAB"
"285",353,"P000207PCAB","PCAB","acid",900,-0.0773305128877225,-0.0117154646260721,278325.772699219,117.5625,0.0656150482616504,"P000207PCAB",FALSE,"PCAB"
"286",354,"V002366PCAB","PCAB","acid",515,0.385672222065453,0.236515494084324,76889.778075,104.5,-0.149156727981129,"V002366PCAB",FALSE,"PCAB"
"287",355,"P810503FASY","FASY","moderate",858.37,-0.184264379349664,-0.137622405084354,101932.515296566,130.58064516129,0.04664197426531,"P810503FASY",FALSE,"FASY"
"288",356,"P000216PCAB","PCAB","extreme",1350,-0.354717323159809,-0.114583442241065,169121.04075,179.5,0.240133880918744,"P000216PCAB",FALSE,"PCAB"
"289",357,"P000262PISY","PISY","acid",305,0.350415825752806,0.280415999479329,84385.97412,133.8,-0.069999826273477,"P000262PISY",FALSE,"PISY"
"290",358,"P800009FASY","FASY","rich",952.84,-0.198224315928035,-0.289519303345576,117766.34924263,152.761904761905,-0.091294987417541,"P800009FASY",FALSE,"FASY"
"291",359,"P000008PCAB","PCAB","acid",1010,-0.184194778140969,-0.1750149065296,57032.7473119093,66.4347826086957,0.00917987161136899,"P000008PCAB",FALSE,"PCAB"
"292",361,"V002343PCAB","PCAB","moderate",320,0.0881045021534035,0.400963057631607,253989.262176871,137.761904761905,0.312858555478204,"V002343PCAB",FALSE,"PCAB"
"293",363,"T005034QUPE","QUPE","extreme",455,0.234764622433252,-0.00727809388706911,125183.987409091,128.5,-0.242042716320321,"T005034QUPE",TRUE,"QUSP"
"294",364,"M000024PCAB","PCAB","moderate",490,0.00860146986356643,0.476102754323903,85591.4865625,107.5,0.467501284460337,"M000024PCAB",FALSE,"PCAB"
"295",366,"P000252PISY","PISY","acid",415,0.408898879670394,0.473071164643621,51169.4520546875,145.8125,0.064172284973227,"P000252PISY",FALSE,"PISY"
"296",367,"M000043PCAB","PCAB","moderate",840,-0.162747924601075,-0.0403337716034539,138580.694635204,93.0714285714286,0.122414152997621,"M000043PCAB",FALSE,"PCAB"
"297",368,"P000801QURO","QURO","moderate",383,0.382450264186777,0.133545687667572,94052.3869152892,188.136363636364,-0.248904576519205,"P000801QURO",TRUE,"QUSP"
"298",369,"V002242FASY","FASY","acid",615,0.091429160373141,-0.0030438643764842,116143.589057692,93.5,-0.0944730247496252,"V002242FASY",FALSE,"FASY"
"299",370,"V002281PCAB","PCAB","acid",753,0.0567648589800326,0.225257904501707,88342.2863287197,76.9705882352941,0.168493045521674,"V002281PCAB",FALSE,"PCAB"
"300",371,"P000250PCAB","PISY","acid",610,0.308037960843857,0.138202434521686,94731.7408725,145.85,-0.169835526322171,"P000250PCAB",FALSE,"PISY"
"301",372,"C004055QUPE","QUPE","moderate",400,0.344223625729561,-0.0196652610004157,56772.8835872,110.44,-0.363888886729977,"C004055QUPE",TRUE,"QUSP"
"302",373,"P800056QURO","QURO","moderate",355,0.684912041208784,0.680212379840204,69308.7008757396,76.1025641025641,-0.00469966136858002,"P800056QURO",TRUE,"QUSP"
"303",374,"P811301QURO","QURO","acid",383.91,0.49354487102663,0.511912669010406,32782.9124897959,106.285714285714,0.018367797983776,"P811301QURO",TRUE,"QUSP"
"304",375,"M000119ABAL","ABAL","moderate",900,-0.193703737555197,0.226267101381557,189238.730688776,120.357142857143,0.419970838936754,"M000119ABAL",FALSE,"ABAL"
"305",376,"M000085QUSP","QUSP","acid",275,-0.14712468159025,0.010375144808312,132256.6854375,114.25,0.157499826398562,"M000085QUSP",TRUE,"QUSP"
"306",377,"P811104QURO","QURO","moist",152.63,-0.00944822623273297,0.292824481819534,475504.401285714,155.857142857143,0.302272708052267,"P811104QURO",TRUE,"QUSP"
"307",378,"P800011PCAB","PCAB","rich",973.82,-0.201358624302109,0.0763461443029379,295432.680106667,162.133333333333,0.277704768605047,"P800011PCAB",FALSE,"PCAB"
"308",380,"P800024PCAB","PCAB","acid",828.796,-0.222952423924461,0.0710565947165985,174966.448145329,174.058823529412,0.294009018641059,"P800024PCAB",FALSE,"PCAB"
"309",382,"C004071PCAB","PCAB","acid",907,-0.0798856541211488,-0.180236157722924,60334.8833270321,55.6521739130435,-0.100350503601775,"C004071PCAB",FALSE,"PCAB"
"310",383,"P000232PCAB","PCAB","NO_DATA",1425,-0.321887265148655,-0.0450583248480996,6526.68441176471,36.3235294117647,0.276828940300555,"P000232PCAB",FALSE,"PCAB"
"311",384,"M000027PCAB","PCAB","moderate",576,0.242793810047691,0.609641385233599,80483.1764399093,94.7619047619048,0.366847575185908,"M000027PCAB",FALSE,"PCAB"
"312",385,"V002304FASY","FASY","moderate",850,-0.116325473785284,-0.33677499938918,26848.019867036,68.3684210526316,-0.220449525603896,"V002304FASY",FALSE,"FASY"
"313",386,"P000248PCAB","PCAB","moist",820,-0.202205122483529,0.0782613937138885,62325.0453961219,83.5789473684211,0.280466516197418,"P000248PCAB",FALSE,"PCAB"
"314",388,"V002388PCAB","PCAB","acid",454,-0.0910234969904723,0.31936897150066,64777.0590780533,116.848484848485,0.410392468491132,"V002388PCAB",FALSE,"PCAB"
"315",389,"P810113FASY","FASY","moderate",1020.25,-0.395931392211705,-0.281020905012473,180645.18921679,225.155555555556,0.114910487199232,"P810113FASY",FALSE,"FASY"
"316",390,"P800052QURO","QURO","moderate",370,0.422861783852951,0.507717366624365,111305.025,123.5,0.084855582771414,"P800052QURO",TRUE,"QUSP"
"317",391,"P000132PCAB","PCAB","acid",1050.513126,-0.23496189478123,0.0856773617825207,108044.501430556,108.166666666667,0.320639256563751,"P000132PCAB",FALSE,"PCAB"
"318",392,"M000035PCAB","PCAB","moderate",445,0.315974612460796,0.602143163439723,40638.2369791667,77.0833333333333,0.286168550978927,"M000035PCAB",FALSE,"PCAB"
"319",393,"C004081QUSP","QUsp","rich",418,0.423842185400983,0.0957308471858306,84586.4798085937,121.46875,-0.328111338215152,"C004081QUSP",TRUE,"QUSP"
"320",394,"P810123FASY","FASY","moderate",1020.25,0.0199249997248506,-0.0562871714639545,42889.4576388889,95.8333333333333,-0.0762121711888051,"P810123FASY",FALSE,"FASY"
"321",396,"C004033PISY","PISY","acid",553,0.299400430386759,0.176154589830386,53587.3896956522,88.2173913043478,-0.123245840556373,"C004033PISY",FALSE,"PISY"
"322",397,"V002344PCAB","PCAB","moderate",370,0.382841441193989,0.291641316006664,100300.81735,62.75,-0.091200125187325,"V002344PCAB",FALSE,"PCAB"
"323",398,"P800016FASY","FASY","moderate",962.952,-0.278880233918865,-0.391957521264996,95622.2828211805,116.458333333333,-0.113077287346131,"P800016FASY",FALSE,"FASY"
"324",399,"M000120PCAB","PCAB","acid",850,-0.152500198306076,0.212906302889042,136161.318287197,108.411764705882,0.365406501195118,"M000120PCAB",FALSE,"PCAB"
"326",401,"V002358PCAB","PCAB","moist",310,0.279167411646143,0.457667829936224,311393.53889893,101.48275862069,0.178500418290081,"V002358PCAB",FALSE,"PCAB"
"327",402,"M000053PCAB","PCAB","acid",520,0.548914269518044,0.648009672662254,89219.8668086111,72.5166666666667,0.0990954031442099,"M000053PCAB",FALSE,"PCAB"
"328",404,"M000137PCAB","PCAB","extreme",675,0.0899593422048581,0.282624921038545,142103.372263158,71,0.192665578833687,"M000137PCAB",FALSE,"PCAB"
"329",405,"C004045PCAB","PCAB","acid",610,0.0604652206044359,0.429413813180831,49315.9908768,107.92,0.368948592576395,"C004045PCAB",FALSE,"PCAB"
"330",406,"T005005QURO","QURO","moist",152,0.0780910320621308,0.359359412435035,340272.825159209,143.161290322581,0.281268380372904,"T005005QURO",TRUE,"QUSP"
"331",407,"V002392ABAL","ABAL","moderate",410,-0.124385840593033,0.527260583414589,145957.511245,92.3,0.651646424007622,"V002392ABAL",FALSE,"ABAL"
"332",408,"V002237FASY","FASY","moderate",598,-0.106566359903736,0.0303026249076527,94165.1273555556,96.9333333333333,0.136868984811389,"V002237FASY",FALSE,"FASY"
"333",409,"M000066QURO","QURO","moist",200,0.273192092783533,0.314367282542297,130443.73425,105.5,0.041175189758764,"M000066QURO",TRUE,"QUSP"
"334",410,"P000242PCAB","PCAB","acid",1405,-0.29426439663166,0.0111168719320969,32758.3963450327,90.3414634146341,0.305381268563757,"P000242PCAB",FALSE,"PCAB"
"335",413,"V002240PCAB","PCAB","moderate",540,0.554272784819406,0.412471265784004,45639.6630348455,42.7435897435897,-0.141801519035402,"V002240PCAB",FALSE,"PCAB"
"336",414,"V002300FASY","FASY","acid",500,-0.0786844531603008,0.0819965963423716,136171.932013889,73.9166666666667,0.160681049502672,"V002300FASY",FALSE,"FASY"
"337",415,"C004267PCAB","PCAB","acid",1177,-0.271596678403219,-0.242097413141767,119616.066346674,140.348837209302,0.029499265261452,"C004267PCAB",FALSE,"PCAB"
"338",417,"C004075PCAB","PCAB","moderate",643,0.380263544229976,0.437314750062763,87444.1394444444,73.3333333333333,0.057051205832787,"C004075PCAB",FALSE,"PCAB"
"339",418,"V002308FASY","FASY","moderate",480,0.100554075086308,0.22623455276211,93290.5416445313,99.5625,0.125680477675802,"V002308FASY",FALSE,"FASY"
"340",419,"M000127PCAB","PCAB","moist",860,-0.142480205518417,-0.0778414700061625,86171.3761333333,48.4,0.0646387355122545,"M000127PCAB",FALSE,"PCAB"
"341",420,"P800008FASY","FASY","moderate",936.985,-0.237344851470146,-0.121490450243751,40590.3710519031,94.6470588235294,0.115854401226395,"P800008FASY",FALSE,"FASY"
"342",421,"M000072QUPE","QUPE","moderate",425,0.203664841952659,0.411168313750968,80105.78345,116.9,0.207503471798309,"M000072QUPE",TRUE,"QUSP"
"343",422,"M003811PCAB","PCAB","moderate",384,0.591830540497572,0.603183420810069,136540.926915556,71.8666666666667,0.011352880312497,"M003811PCAB",FALSE,"PCAB"
"344",423,"M000086FASY","FASY","acid",275,0.378291630024809,0.408755375270132,166216.9561875,75.75,0.030463745245323,"M000086FASY",FALSE,"FASY"
"345",424,"P810175PCAB","PCAB","moderate",1064,-0.00640647047889177,-0.0151005636458073,236062.317,138,-0.00869409316691553,"P810175PCAB",FALSE,"PCAB"
"346",426,"M000044PCAB","PCAB","moderate",980,-0.0666055860910268,0.287519099019627,115620.105,87,0.354124685110654,"M000044PCAB",FALSE,"PCAB"
"347",427,"P810155PCAB","PCAB","acid",1298,-0.181023294431973,-0.0427420837586986,239607.648594707,153.017857142857,0.138281210673274,"P810155PCAB",FALSE,"PCAB"
"348",428,"P000113PISY","PISY","acid",423.416249,0.413302073347518,0.446936216202892,51611.7120288,138.48,0.033634142855374,"P000113PISY",FALSE,"PISY"
"349",429,"P000108PISY","PISY","acid",496.452498,0.205251811929505,0.472577369849525,26072.8118291016,125.90625,0.26732555792002,"P000108PISY",FALSE,"PISY"
"350",430,"V002268FASY","FASY","moist",940,-0.540591340555329,-0.330545277541564,86151.4585355556,98.4333333333333,0.210046063013765,"V002268FASY",FALSE,"FASY"
"351",431,"P000850PISY","PISY","acid",297,0.470114450224217,0.397041831953941,70804.3125203214,125.369565217391,-0.073072618270276,"P000850PISY",FALSE,"PISY"
"352",432,"C004221PCAB","PCAB","rich",886,-0.132822043011406,-0.159904918501435,2074320385.87686,114.545454545455,-0.027082875490029,"C004221PCAB",FALSE,"PCAB"
